Linkage,Genetic_Distances(cM),Marker_ID,1,2,3,4,5,6,7,9,11,12,13,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,84,85,86,87,88,89,90,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,147,148,149,150,151,152,153,154,156,157,158,159,160,161,162,163,164,165,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
lg3,5.18,CATG_nn_np_3801,np,--,nn,--,np,np,np,np,np,--,nn,--,np,np,np,np,np,np,np,nn,np,--,--,nn,np,np,--,np,--,--,--,np,np,np,np,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,--,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,nn,--,np,nn,np,nn,np,np,np,np,--,nn,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,nn,--,np,nn,nn,nn,nn,--,np,np,nn,nn,np,np,np,nn,nn,np,--,np,np,np,nn,nn,nn,nn,--,np,--,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,--,nn,nn,np,nn,nn,nn,np,np,nn,np,--,nn,np,np,np,np,nn,nn,np,--,--,nn,nn,np,nn,nn,np,np,nn,nn,--,--,np,np,np,nn,--,np,--,nn,np,np,np,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn
lg3,5.18,CATG_nn_np_3081,--,--,--,--,--,--,--,nn,--,np,nn,--,--,nn,nn,nn,--,--,nn,--,--,--,np,np,--,--,np,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,--,--,nn,--,nn,--,np,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,nn,np,nn,np,--,nn,np,nn,nn,nn,--,nn,nn,np,nn,np,np,nn,np,nn,np,nn,nn,--,nn,np,np,nn,np,np,nn,nn,nn,nn,--,np,nn,nn,np,np,np,nn,np,np,np,--,np,nn,nn,np,np,nn,nn,nn,np,nn,--,np,nn,nn,nn,np,np,--,np,np,nn,np,np,np,np,nn,np,nn,np,np,--,nn,nn,np,np,--,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,nn,--,np,nn,nn,nn,nn,np,np,--,np,np,np,np,--,nn,--,nn,--,np,np,nn,np,nn,nn,--,np,--,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,np,--,np,np,np,np,np,np
lg3,6.71,CATG_nn_np_2992,--,--,np,np,--,nn,--,nn,nn,np,nn,np,--,--,nn,nn,nn,--,nn,np,--,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,--,np,nn,nn,nn,--,np,nn,np,np,np,--,np,np,--,nn,--,--,nn,np,np,nn,np,nn,np,nn,nn,np,--,--,--,--,nn,nn,--,nn,np,--,nn,np,--,np,nn,--,--,--,np,np,--,np,np,--,nn,nn,nn,--,--,nn,nn,np,np,--,--,np,np,np,np,np,np,np,np,--,--,nn,nn,np,--,--,np,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,--,np,--,--,np,--,nn,nn,np,np,nn,nn,--,np,np,np,--,--,np,np,--,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,--,np,nn,--,np,--,nn,np,np,nn,np,nn,--,nn,np,np,--,np,np,nn,nn,nn,np,np,np,nn,--,np,np,nn,np,np,np,np,np,np,nn,np
lg3,6.71,AATTC_nn_np_2669,nn,--,np,np,--,nn,nn,nn,nn,np,nn,np,nn,--,nn,nn,nn,--,nn,np,nn,np,np,np,nn,nn,np,--,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,nn,nn,--,np,nn,np,np,np,nn,np,np,--,nn,--,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,np,nn,--,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,--,nn,nn,np,np,--,nn,np,np,np,np,np,--,np,np,--,nn,nn,nn,np,nn,--,np,nn,nn,nn,np,np,np,np,--,nn,np,np,np,np,--,np,--,np,np,np,nn,nn,np,np,nn,nn,nn,--,np,np,--,np,np,np,--,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np
lg3,6.72,AATTC_nn_np_1277,nn,nn,np,np,--,nn,--,--,nn,np,nn,--,--,nn,nn,nn,nn,--,nn,np,nn,np,np,np,--,nn,np,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,np,np,nn,np,np,nn,nn,np,--,nn,np,nn,nn,--,nn,np,nn,--,np,nn,--,nn,--,nn,nn,np,nn,np,np,nn,np,--,np,nn,--,--,nn,np,np,--,np,--,nn,nn,nn,nn,nn,--,nn,nn,np,np,np,nn,np,--,--,np,np,nn,np,np,np,nn,nn,nn,np,nn,--,np,--,--,--,--,np,np,np,--,--,--,np,--,np,--,np,--,np,np,--,nn,--,np,np,--,--,nn,np,np,np,--,np,--,np,--,np,nn,--,--,np,--,--,--,nn,--,np,nn,np,np,np,np,nn,nn,np,nn,--,np,np,--,--,nn,nn,--,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,np,np,np,np,--,np,--,np
lg3,7.74,CATG_nn_np_3239,nn,--,np,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,nn,nn,--,nn,nn,nn,np,np,np,np,np,nn,np,np,--,np,nn,np,nn,np,np,np,nn,nn,np,np,nn,--,nn,np,np,np,--,nn,np,np,nn,np,nn,nn,--,np,nn,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,--,np,np,--,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np
lg3,8.74,AATTC_nn_np_1040,np,--,nn,nn,np,np,np,np,np,nn,np,--,np,np,--,np,np,np,np,np,np,--,nn,nn,np,np,--,np,nn,--,nn,np,np,np,np,np,nn,np,nn,np,nn,np,np,np,--,nn,np,--,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,--,--,nn,--,np,nn,np,np,np,np,np,np,nn,np,nn,nn,np,np,--,nn,np,np,np,np,--,nn,np,nn,nn,np,np,np,np,np,--,np,np,nn,nn,--,np,nn,nn,nn,nn,nn,np,--,nn,nn,np,np,np,nn,np,np,--,np,np,np,--,nn,nn,--,--,np,--,nn,--,nn,np,nn,np,nn,nn,np,np,np,--,nn,np,np,np,np,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,np,--,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn
lg3,8.74,AATTC_nn_np_595,np,np,nn,--,np,np,np,np,np,--,np,nn,np,np,np,np,np,np,np,--,--,--,nn,np,np,np,nn,--,nn,np,--,np,np,np,np,np,nn,np,nn,np,--,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,--,np,np,np,np,nn,np,--,nn,np,nn,np,nn,np,np,np,np,nn,np,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,np,np,--,np,np,np,nn,nn,nn,nn,np,np,--,nn,nn,nn,--,nn,--,--,nn,--,--,np,nn,nn,np,np,np,nn,nn,nn,--,nn,nn,nn,np,nn,np,--,nn,np,--,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,--,nn,nn,nn,nn,np,np,nn,nn,np,np,--,nn,nn,--,nn,nn,nn
lg3,10.38,AATTC_lm_ll_636,lm,lm,ll,--,--,--,ll,ll,lm,ll,lm,--,lm,lm,ll,ll,--,ll,--,lm,ll,ll,lm,lm,lm,lm,ll,--,lm,lm,--,ll,lm,lm,lm,lm,--,--,ll,--,ll,--,--,lm,ll,ll,lm,ll,--,ll,lm,lm,--,--,lm,--,--,lm,--,lm,--,--,lm,ll,lm,lm,ll,--,--,--,--,ll,lm,--,--,--,--,ll,lm,lm,ll,ll,--,lm,lm,--,--,ll,--,lm,ll,ll,ll,lm,ll,lm,lm,lm,--,lm,lm,lm,ll,--,lm,--,lm,ll,--,ll,lm,--,lm,--,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,lm,--,--,lm,lm,ll,lm,lm,lm,--,--,--,lm,ll,ll,ll,ll,--,lm,lm,--,lm,lm,ll,lm,ll,lm,--,lm,--,ll,lm,--,--,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,--,lm,--,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,--,ll,--,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll
lg3,10.73,CATG_nn_np_3088,--,np,nn,--,np,np,np,np,np,nn,np,--,np,--,np,np,np,np,np,np,np,nn,nn,nn,np,np,nn,np,--,np,nn,np,np,np,np,np,nn,np,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,np,nn,--,np,np,np,np,np,--,nn,np,--,np,nn,--,np,nn,np,np,--,np,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,--,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,--,nn,nn,np,np,np,--,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn
lg3,10.73,AATTC_nn_np_3012,np,np,nn,nn,np,np,np,np,np,nn,np,--,np,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,--,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,--,nn,nn,nn,nn,--,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,--,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn
lg3,11.01,AATTC_lm_ll_3361,--,ll,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,--,ll,lm,lm,lm,--,ll,ll,lm,--,ll,ll,--,ll,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,--,lm,--,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm
lg3,12.5,AATTC_lm_ll_1188,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,--,lm,lm,lm,lm,ll,lm,lm,ll,--,lm,lm,--,ll,lm,lm,--,--,lm,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,--,lm,lm,lm,ll,lm,lm,lm,--,ll,--,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,--,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,--,lm,ll,ll,lm,ll,--,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,--,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,--,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,--,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm
lg3,12.83,AATTC_nn_np_3460,np,--,nn,nn,np,np,np,np,np,nn,np,--,np,--,np,np,np,np,nn,np,np,nn,nn,nn,np,--,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,--,nn,np,np,--,np,--,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,--,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,--,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn
lg3,12.83,AATTC_nn_np_2516,--,--,nn,--,--,--,np,np,np,nn,np,--,np,--,np,np,np,np,nn,np,--,--,nn,nn,np,np,--,np,np,--,nn,np,np,np,np,np,nn,--,np,--,nn,np,np,np,np,nn,np,nn,nn,nn,np,--,np,np,np,nn,np,--,np,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,--,nn,np,nn,--,nn,np,np,np,np,nn,--,np,nn,nn,np,np,np,np,np,--,--,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,--,nn,np,--,nn,nn,np,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn
lg3,13.14,CATG_lm_ll_2211,ll,ll,--,--,--,lm,--,lm,ll,lm,ll,--,--,lm,lm,lm,lm,lm,lm,--,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,--,lm,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,--,lm,lm,ll,lm,ll,lm,lm,ll,--,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,--,lm,ll,--,lm,lm,lm,ll,--,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,--,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,lm,lm,--,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm
lg3,13.33,CATG_nn_np_2939,--,np,nn,--,np,--,np,np,np,nn,--,--,np,np,np,--,np,np,nn,np,np,nn,nn,nn,np,np,nn,--,nn,np,nn,np,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,--,np,nn,nn,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,--,np,np,np,np,nn,np,--,nn,np,nn,np,nn,np,np,nn,np,--,nn,--,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,--,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,--,nn,--,nn,np,nn,np,--,nn,np,np,np,nn,nn,--,np,np,--,nn,nn,np,nn,nn,--,np,nn,np,np,nn,np,np,np,np,np,--,nn,np,nn,--,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,--,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn
lg3,13.33,CATG_nn_np_1814,np,np,nn,nn,--,np,np,np,np,nn,--,nn,np,np,np,np,np,--,nn,--,np,nn,--,nn,np,np,--,np,nn,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,--,nn,nn,nn,np,nn,nn,np,np,--,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,nn,np,np,np,np,nn,np,nn,--,np,nn,--,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,--,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,--,nn,--,nn,nn,--,--,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,np,nn,nn,nn,np,np,--,--,nn,nn,np,np,nn,nn,np,--,--,nn,nn,--,nn,np,nn
lg3,13.33,AATTC_nn_np_3556,np,np,nn,nn,np,np,np,np,np,nn,np,nn,np,np,np,np,np,--,nn,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn
lg3,13.33,AATTC_nn_np_2980,np,np,nn,--,np,--,np,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,--,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,--,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,--,nn,nn,np,np,np,--,nn,nn,np,--,nn,nn,np,nn,nn,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn
lg3,13.33,CATG_nn_np_2994,--,--,nn,--,np,--,np,np,np,nn,np,--,np,np,np,np,np,--,nn,np,np,--,--,--,np,np,nn,np,--,np,nn,np,np,--,np,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,--,--,--,np,--,nn,np,np,np,np,np,nn,nn,np,--,np,--,np,np,nn,np,np,np,np,np,np,nn,np,nn,--,np,--,np,nn,np,np,--,np,--,nn,np,nn,nn,np,np,np,np,np,nn,np,np,--,nn,nn,np,nn,nn,nn,--,nn,np,--,nn,nn,np,np,nn,nn,np,np,np,np,np,np,nn,nn,nn,nn,--,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,np,--,nn,--,np,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,--,np,np,--,np,np,--,nn,np,nn,--,nn,nn,np,np,nn,np,np,nn,--,np,nn,np,np,np,--,nn,--,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn
lg3,13.33,CATG_nn_np_956,np,np,nn,--,--,--,np,np,np,nn,np,--,--,np,np,np,--,--,--,np,np,nn,nn,nn,np,np,--,np,nn,np,nn,np,np,np,np,np,nn,np,--,--,nn,np,np,np,np,nn,--,nn,nn,nn,np,nn,nn,--,np,np,--,np,--,nn,np,--,np,--,--,np,nn,np,--,np,--,np,np,--,np,--,--,np,nn,--,nn,np,--,np,np,nn,nn,np,--,nn,np,np,np,np,nn,nn,--,np,nn,--,nn,np,nn,nn,nn,nn,--,np,nn,nn,--,np,np,np,nn,np,np,np,np,np,np,--,nn,--,nn,--,np,--,nn,nn,nn,np,nn,--,nn,--,nn,np,np,nn,--,np,np,np,--,nn,nn,np,np,--,nn,np,nn,--,np,nn,nn,np,np,np,np,--,--,--,--,nn,--,nn,np,np,nn,np,--,--,--,--,--,--,np,np,--,--,np,nn,nn,np,np,np,nn,nn,nn,np,--,--,nn,np,nn,--,nn,nn,np,nn,np,nn
lg3,13.33,CATG_nn_np_3147,np,--,nn,--,np,np,np,np,np,nn,np,nn,--,--,np,np,np,np,nn,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,np,np,np,--,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,--,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,--,nn,np,np,nn,--,np,np,np,--,nn,nn,np,np,nn,nn,np,nn,np,np,nn,--,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,--,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,--,nn,np,np,nn,nn,np,--,nn,nn,nn,np,nn,np,--
lg3,13.83,AATTC_nn_np_1331,np,np,nn,nn,np,nn,np,np,--,nn,np,nn,np,--,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,--,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,--,nn,np,np,np,nn,nn,np,--,np,--,np,np,nn,np,np,--,np,np,np,nn,np,nn,nn,np,np,--,nn,np,--,--,np,nn,nn,--,nn,nn,np,np,np,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,--,--,nn,np,np,np,--,np,np,np,np,np,--,nn,nn,--,nn,--,--,--,nn,nn,nn,--,nn,--,--,--,--,--,np,nn,nn,np,np,np,--,nn,nn,--,nn,nn,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,--,--,nn,nn,nn,nn,--,nn,nn,nn,--,--,nn,nn,--,nn,np,nn
lg3,14.32,AATTC_nn_np_4223,np,np,nn,nn,np,np,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,nn,nn,np,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn
